product_id|model|label|description|category_id|brand|image|status
1000835|RayCleanTM|unité de purification d'eau|Garde RayClean d'océan de DESMI<br> Système de traitement à l'eau de ballast<br> <br> Efficace prouvé dans toutes les salinités de l'eau avec UV-T (UV-Transmission) aussi bas que 0.33 ce qui place le repère d'industrie.<br> <br> RayClean<br> - la plus basse consommation d'énergie dans la classe<br> Le système de traitement à l'eau de ballast de RayClean est le principal système dans l'industrie marine avec l'exécution incomparable de traitement et la plus basse consommation d'énergie dans la classe.<br> <br> RayClean est examiné pour rencontrer les dernières conditions et directives adoptées par l'organisation maritime internationale (IMO) et le garde côtier des USA.<br> L'essai d'homologation progresse selon les la prévisions et des homologations d'IMO et d'USCG sont prévues début 2014.<br> <br> RayClean peut être employé dans toutes les salinités et températures de l'eau, et ajuste automatiquement le traitement afin d'assurer la conformité d'IMO et d'USCG à tout moment à la puissance d'énergie exigée minimum.|120224|DESMI|1545131332654-bbb9e48e-ca19-4df3-9e71-ece26a95c7f5|DONE
1000836|Camfil|cartouche filtrante pour gaz / de dessalement / en synthétique / pour turbine à gaz|Les filtres d'impulsion sont les filtres formés conique-cylindrique d'entrée d'air appropriés pour l'usage sur des admissions de turbine à gaz et dans la plupart des environnements comme industriel, côtier, sec, le désert et l'Arctique. Ces filtres fortement durables sont disponibles dans des conceptions horizontales et de verticale. Une grande variété de filtres d'impulsion sont disponible pour différentes applications, y compris des filtres d'EPA, cartouche autonettoyante et cylindrique-cylindrique, norme, version de goldcone et filtre de cartouche pour le système clampbar.|120224|Camfil|1545131337666-7b90dd5e-5353-4246-ae8e-aec5ea2967dd|DONE
1000837|MINI-MAX|écrémeur d'hydrocarbure / de surface|Le MINI-MAX unique est une écumoire autoréglable de déversoir qui est capable de récupérer un éventail d'huiles et les produits flottant sur l'eau apprêtent. Il est idéal pour de petits séparateurs, réservoirs et eaux industriels. Cette écumoire peut être couplée directement à un camion de vide ou à d'autres pompes à aspiration telles que des pompes à diaphragme. Le MINI-MAX est idéal pour écrémer un éventail de produits tant que il flotte et les écoulements le MINI-MAX pourront le récupérer !<br> <br> <br> La tête d'écumoire de MINI-MAX peut être reliée à n'importe quelle pompe à aspiration auto amorçante - de préférence à une vitesse variable et à un raccordement d'aspiration de deux ou trois pouces. DESMI peut fournir une variété de pompes pour convenir à beaucoup d'applications.<br> <br> La manipulation de capacité et de viscosité de la tête d'écumoire est déterminée par la pompe à aspiration ou le système de vide attaché à l'écumoire. Les systèmes de vide sont idéaux car ils peuvent tirer une aspiration profonde.<br> <br> accès d'huile de 360 degrés - l'huile a l'écoulement non interrompu dans le distributeur central, flottabilité est fournie par le flotteur central.<br> <br> Fiabilité - car le MINI-MAX n'a aucun composant mécanique et est construit des matériaux robustes, il est idéal pour l'installation dans des puits d'huile, des séparateurs d'api et d'autres lagunes de processus où l'opération sans surveillance à long terme est exigée.<br> <br> Nous empaquetons typiquement le MINI-MAX avec une pompe à diaphragme à moteur diesel de 3 pouces dans un stockage d'aluminium et un carton d'expédition commodes. Nous pouvons également fournir les pompes à diaphragme électriques, pneumatiques et hydrauliques, péristaltiques et centrifuges.|120313|DESMI|1545131348754-d02592a8-35c5-4dc9-a881-0ff3bc633747|DONE
1000838|TERRAPIN|écrémeur d'hydrocarbure|Le TERRAPIN est une écumoire autoréglable de déversoir idéale pour l'installation et le déploiement dans les réservoirs, les séparateurs industriels, les puits et les carters de vidange où de l'huile flottante et d'autres liquides flottants doivent être récupérés. <br> <br> Au coeur du TERRAPIN est le déversoir autoréglable qui place automatiquement la profondeur du déversoir selon le taux de pompage. La pompe plus rapidement et le déversoir descendront plus bas et prendront une coupe plus profonde. La pompe plus lente et le déversoir se lèveront vers le haut et prendront une coupe plus fine.<br> <br> Le TERRAPIN a été conçu avec des applications industrielles à l'esprit. L'unité peut être flotter librement utilisé tuyau d'aspiration avec 1 ¼ "" relié au dessous. Alternativement un tuyau d'aspiration, relié au dessus de l'écumoire, peut suspendre le TERRAPIN.<br> <br> Le diamètre du TERRAPIN est seulement 410 millimètres, qui permet l'accès dans des drains et par des trous d'homme dans des réservoirs de stockage. Cette écumoire peut être considérée pour des secteurs dangereux.<br> <br> Le TERRAPIN est construit en acier inoxydable de catégorie marine, polyéthylène moulé et polyuréthane - le rendant résistant aux huiles et à beaucoup d'environnements trouvés dans des applications industrielles.<br> <br> Nous pouvons assurer une variété de pompes pour convenir à votre application comprenant le diaphragme pneumatique, la roue à aubes électrique et le centrifugeur.<br> <br> Le TERRAPIN a un raccordement inférieur pour des réservoirs et de plus grandes eaux superficielles. En utilisant le raccordement supérieur le TERRAPIN peut être abaissé dans des carters de vidange, des drains et des réservoirs.|120313|DESMI|1545131354464-ed2a91ac-1864-4d1b-8b72-1f12c3f838c0|DONE
1000839|TERMITE|écrémeur d'hydrocarbure|L'écumoire de TERMITE est basée sur la conception prouvée de TERMINATEUR incorporant la pompe DOP-160. Le TERMITE fournit un paquet léger qui peut écrémer et transfère une grande variété d'huiles et peut fonctionner efficacement en états ouverts de l'eau.<br> <br> La profondeur du déversoir ajuste automatiquement sur le match le taux de décharge de à bord de la pompe ou le taux d'aspiration auxquels le produit est enlevé de l'intérieur de l'écumoire - assurer l'efficacité élevée de rétablissement à tous les débits unitaires. Le taux de pompage devrait être ajusté pour convenir à l'épaisseur de la couche d'huile.<br> <br> Comme une option l'écumoire peut être équipée d'un port supplémentaire pour coupler directement à un camion de vide ou à d'autres pompes à aspiration, telles que des pompes à diaphragme. Tous les composants sont fabriqués en aluminium marin de catégorie, acier inoxydable ou polypropylène. Elle a un seul point de levage, remorquant le point et les raccordements de tuyau au-dessous de la ligne de flottaison.<br> <br> Le DOP-160 peut être facilement enlevé de l'écumoire et être employé indépendamment comme transfert, débarquement ou pompe de nettoyage de réservoir. Nos 25 kilowatts/33 paquets de puissance universels de HP actionneront la pompe à la pleine capacité et peuvent être livrés avec les roues et la barre de remorquage de route d'emplacement ou de grand diamètre pour le terrain rugueux. Ces paquets de puissance peuvent actionner une variété d'équipement à l'aide de jusqu'à trois circuits hydrauliques.|120313|DESMI|1545131358407-c38f2057-a21b-448c-94b8-6d1ae75b9374|DONE
1000840|WA.. series|balise d'obstruction pour aviation / à faible intensité|Le top de la technologie parmi les feux d’alerte des aéronefs, LIOL, MIOL, avec technologie LED. Fiabilité, durée de vie élevée, et maintenance réduite, en conformité avec l’OACI et la FAA, avec unité de signalisation comme les balises, feux clignotants, gyrophares.|120502|MARECHAL ELECTRIC|1545131362503-7d676e3c-ccc6-49a9-abc5-4706e77fa82a|DONE
1000491|ROTAN HD|pompe pour peinture / à engrenage interne / pour fluide visqueux / en fonte|«&nbsp; Le Rotan HD est une série de pompes résistantes avec les pompes à engrenages internes en fonte. Les pompes sont construites d'une telle manière afin de fonctionner avec un large éventail de liquides visqueux et non-corrosifs. Elles sont particulièrement conçues pour des applications difficiles, particulièrement ceux qui impliquent les liquides fortement visqueux. Les pompes fonctionnent avec une capacité maximale de 250 m^3  /h et d'une vitesse maximale de 1750 t/mn.  /html&nbsp;»|60102|DESMI|1545131172969-decdfcd1-4693-413d-ba0e-24f4112390b0|DONE
1000492|STX series|pompe d'acide / pour solvant / pour peinture / auto-amorçante|Applications chargeant et déchargeant les fluides corrosifs et non-corrosifs : acides sulfoniques, produits chimiques de spécialité, dissolvants, peintures de latex, huiles de sucre et et végétales liquides.<br> <br> Dispositifs et avantages :<br> pompe de l'acier inoxydable 316 avec la construction externe roulement à billes, les joints mécaniques chimiques de blackmer et les palettes non métalliques pendant la plus longue vie avec les produits corrosifs.<br> l'individu de conception de pompe de Glisser-palette s'ajuste à l'usage pour maintenir le débit unitaire.<br> Excellentes possibilités de course auto-amorçante et sèche.<br> La conception et l'opération de pompe réduit au minimum le cisaillement et l'agitation.<br> La soupape de sécurité réglable se protège refoulent des pressions excessives.<br> Entretien facile : des palettes peuvent être facilement remplacées -- sans enlever la pompe.|60102|blackmer|1545131178225-a0b88c55-d4f7-471f-843f-9dc219e3419d|DONE
1000493|CS series|pompe pour produits chimiques / électrique / à amorçage standard / centrifuge|Pompes centrifuges à haut rendement réalisées pour un emploi spécifique dans les secteurs alimentaire, chimique et pharmaceutique. Débits compris entre 0 et 500 m3/h avec des hauteurs de refoulement max de 100m. Construites en acier CF-3M / AISI 316L. Modularité maximale des composants et simplicité d’inspection, nettoyage et entretien. Conseillées pour des milieux particulièrement agressifs. Sur demande les fonderies peuvent être proposées dans des matériaux spéciaux : hastelloy, Sanicro 28, duplex.|60102|CSF|1545131182576-f694f56c-5b55-438f-9a8b-a70ded79d761|DONE
1000494|ROTAN CD|pompe pour produits chimiques / pour produits alimentaires / à engrenage interne / pour applications pharmaceutiques|«&nbsp; Le CD de Rotan est une pompe à engrenages interne construite par Desmi. Cette pompe est construite pour manipuler les fluides corrosifs généralement trouvés dans le traitement chimique. Elle est équipée d'une configuration 90° angulaire qui facilite en exécutant des applications, telles que le pompage de l'acide organique, de la soude caustique, savon, shampooing, graisse animale, et pour l'industrie pharmaceutique. L'instrument fonctionne dans une vitesse de 1750 t/mn, avec une gamme de capacité qui peut atteindre jusqu'à 170 m3  /h.  /html&nbsp;»|60103|DESMI|1545131187285-533ee923-fd48-46ef-9c32-7da522f8dd3a|DONE
1000495|SNP, SX series|pompe pour acide / pour produits alimentaires / auto-amorçante / à palettes|Des pompes de Blackmer SNP sont typiquement utilisées en manipulant une variété de fluides corrosifs ou caustiques tels que des acides, des saumures et des nourritures de liquide telles que des sucres, les sirops, la bière, le jus de betterave, le cidre et les extraits de saveur.<br> <br> Dispositifs et avantages :<br> construction de l'acier inoxydable 316 avec les paliers manchon métallisés de carbone et les palettes non métalliques pendant la plus longue vie avec les produits corrosifs.<br> Les caractéristiques de conception non-irritantes uniques réduisent des coûts d'entretien et des difficultés opérationnelles.<br> Joint mécanique facultatif de grue ou de Flowserve de John avec l'acier inoxydable, le carbone, et la construction de PTFE.<br> L'axe bourrant la boîte adapte à la plupart des configurations mécaniques de joint de marché des accessoires standard.<br> Option revêtue de tête de pompe pour l'opération à hautes températures.<br> La conception unique de pompe de glisser-palette individu-s'ajuste à l'usage pour maintenir des débits unitaires.<br> La conception et l'opération de pompe réduit au minimum le cisaillement et l'agitation.<br> Excellentes possibilités auto amorçantes et sèches de course.<br> Le support de roulement symétrique assure même le chargement et l'usage pour de longue vie.<br> La soupape de sécurité réglable se protège refoule des pressions excessives.<br> Entretien facile : des palettes peuvent être facilement remplacées sans enlever la pompe du système sifflant.|60103|blackmer|1545131194751-08173008-a416-4725-a478-b14a09385bf7|DONE
1000496|RBA, RBB series|pompe pour boisson / électrique / à piston plongeur / de dosage|Mécanisme : Retour de ressort<br> <br> Débit maximum : 300 l/h<br> <br> Noir - enveloppe de anodisation d'aluminium ;<br> Pompe simple et robuste de plongeur de retour de ressort ;<br> À prix réduit, dû au nombre réduit de composants ;<br> Idéal pour doser des fluides doux ou non-agressifs ;<br> Arrangement simple et multiple.|60103|OBL|1545131199209-99583d6a-9a0d-486f-bbfa-5547ee53019b|DONE
1000497|CN series|pompe pour produits alimentaires / électrique / centrifuge / monobloc|Pompe centrifuge simple étage en version monobloc. Une gamme de 3 modèles avec impulseur ouvert, arbre indépendant et moteur standard IEC. Conception optimisée pour garantir un niveau élevé dhygiénabilité.|60103|CSF|1545131204044-f3d892a8-1c91-4c03-8ac0-8b5fdf874382|DONE
1000498|25 mm # P200|pompe pour produits alimentaires / à membrane / en métal / d'aspiration|Wilden P200 - 25 millimètres (1 '') ont avancé la pompe en métal<br> <br> LOGEMENTS MOUILLÉS<br> (Chambres et tubulures liquides)<br> Poids matériel de bateau<br> Aluminium 11 kilogrammes (24 livres)<br> Fer malléable 21 kilogrammes (47 livres)<br> 316 S.S. 23 kilogramme (51 livres)<br> <br> LOGEMENTS DE NON-WETTED<br> Matériel de description<br> Section centrale : Acétal, polypropylène conducteur, polypropylène<br> Soupape à air : Acétal, polypropylène conducteur, polypropylène<br> <br> DÉBIT À 212 LPM (56 GAL/MN)<br> PRESSION MAXIMUM = BARRE 8.6 (125 PSIG)<br> <br> CAPACITÉ DE TRANSPORT MAXIMUM D'ASPIRATION<br> 5.5 m (18.0 ') sèchent, 8.8m humides (29.0 ')<br> <br> SOLIDES MAXIMUM DE DIAMÈTRE<br> 6.4 millimètres (1/4 '')|60103|Wilden Pump|1545131208946-793e965b-3ad9-4f90-ae15-621661df031c|DONE
1000499|ML series|pompe à boue / auto-amorçante / à palettes / pour fluide haute viscosité|Idéal pour manipuler tout des dissolvants légèrement de non-lubrification aux liquides fortement visqueux ou aux boues abrasives. Beaucoup d'options sont disponibles pour configurer la pompe ML4 à vos besoins spécifiques.<br> <br> Dispositifs et avantages :<br> Disponible avec les paliers manchon internes avec la boîte de bourrage externe ou les joints mécaniques internes avec les roulements à billes externes.<br> Des hub modulaires de roulement permettent à ces pompes d'être facilement modifiées dans le domaine.<br> L'usage facultatif a durci des pièces disponibles pour des applications abrasives.<br> Option revêtue de tête de pompe pour l'opération à hautes températures.<br> Construction malléable de fer avec le boulon dessus, soupape de sécurité interne.<br> La conception unique de pompe de glisser-palette individu-s'ajuste à l'usage pour maintenir des débits.<br> Excellentes possibilités de course auto-amorçante et sèche.<br> La construction de joint mécanique de Blackmer et roulement à billes fournissent la fiabilité maximum (option MLX4).<br> Le support de roulement symétrique assure même le chargement et l'usage pour la longue vie.<br> Des roulements à billes externes sont isolés dans le pumpage par les joints mécaniques pour maximiser la vie de roulement et pour réduire au minimum le risque de contamination (option MLX4).<br> John Crane facultatif ou Flowserve mécanique (option MLN4).<br> La boîte de bourrage d'axe adapte à la plupart des configurations standard de joint mécanique de marché des accessoires (option MLN4).<br> La soupape de sécurité réglable se protège refoulent des pressions excessives.<br> Entretien facile : des palettes peuvent être facilement remplacées sans enlever la pompe du système sifflant.|60104|blackmer|1545131215652-bf5ec0c7-a5eb-4a00-aaa0-90b33866b43b|DONE
1000500|OM series|pompe à boue / électrique / de dosage|ceux-ci sont faits et conçus pour doser la boue d'oxyde dilué de magnésium dans le diesel. Depuis 1980, cette pompe d'OM avait fonctionné avec des fabricants de boue d'oxyde de magnésium et a été particulièrement conçue pour cette application particulière avec les matériaux humides spéciaux. Elle est disponible avec le retour de positif comme le mécanisme de ressort (68 litres dans une heure est le débit, 18 GPH et pressions d'opération jusqu'50 à la barre g, 725 livres par pouce carré g).|60104|OBL|1545131220707-27cddce9-d3e4-4012-b2c4-61d8e75d82eb|DONE
1000501|38 mm # PX4 Stallion|pompe à boue / auto-amorçante / à membrane / en métal|La série de pompe de Stallion® est conçue pour transférer les boues plein-chargées sans risque et efficacement. Grand dégagement interne et couler-à travers la subsistance de conception la pompe d'obstruer tandis que l'admission d'air brevetée de Wilden maintient la fiabilité ""MARCHE/ARRÊT"". La technologie de Stallion® incorpore une boule/siège changés le clapet qu'anti-retour maximise la vie de partie, augmente l'ascenseur d'aspiration, et maximise des débits unitaires. Ultra-Fléchissez "" la vie de pièces d'augmentations de technologie de diaphragme en utilisant le caoutchouc sacrificatoire et un modèle commandé de câble. Une base d'écran de polyuréthane a été ajoutée à l'admission de la pompe pour la longévité supplémentaire.|60104|Wilden Pump|1545131225650-3b150962-3033-46c2-830b-d0729aad5fe5|DONE
1000502|ROTAN PD|pompe à graisse / à carburant / à engrenage interne / pour applications pétrochimiques|«&nbsp; Le palladium de Rotan est une pompe à engrenages interne pour l'industrie pétrochimique. Tous les composants de pression dans lui sont fabriqués à partir de l'acier au carbone. La pression de conception est dans l'accord à la norme ANSI de 300 livres ou Pn40. Ces pompes peuvent également être commandées pour répondre à des normes d'api 676 (à quelques exceptions). Elles viennent également avec 90 degrés de construction angulaire s'il y a lieu<br> Leurs gammes de capacité jusqu'à 170 mètres cubes par  d'heure/750 gal/mn. La vitesse monte à 1750 t/mn et à la barre jusqu'à 16 de différence de pression (250 livres par pouce carré). L'ascenseur d'aspiration est jusqu'à 0,5 barres dans le vide de 15 de pouce hectogrammes d'installation tout en amorçant et jusqu'à 0,8 barres dans 24 vides d'hectogramme d'installation de pouce tout en pompant. Il peut fonctionner sur une gamme de viscosité du CST jusqu'à 250000 aux températures de fonctionnement de jusqu'à 250 degrés de Celsius (500 degrés de Fahrenheit).<br> Les pompes trouvent l'application dans le pompage d'huile, carburants, huile lubrifiante, essence, hydrocarbure ont basé les fluides, la graisse, le bitume, les additifs, la cire et le polystyrène. <br>  /html&nbsp;»|60105|DESMI|1545131231130-f5f09104-9bb6-47ca-a57d-cfae59a628a5|DONE
1000503|ROTAN HD|pompe à huile / électrique / à engrenage interne / pour fluide haute viscosité|«&nbsp; Pompe à engrenages interne résistante de ROTAN<br> <br> Pompes en fonte, pour un large éventail de liquides visqueux et non-corrosifs.<br> Des pompes de HD sont spécifiquement conçues pour des applications difficiles et ceux impliquant les liquides de grande viscosité.<br> <br> Des pompes de HD sont connues par leur construction.  /html vigoureux et simples&nbsp;»|60106|DESMI|1545131236349-99845de7-046e-40dc-a0de-2dbad95ae981|DONE
1000504|DESLUBE|pompe à huile / électrique / immergée / centrifuge|DesLube de Desmi fait partie des solutions marines et en mer de la compagnie de produit. Généralement utilisé pour des opérations fournir-connexes principales d'huile de lubrification de moteur, cette basse-NPSH, à faible bruit/par vibration submergée pompe d'huile de lubrification peut également être utilisée pour de grandes applications de moteur de deux-course. Cette pompe adaptable est manufacturée basée sur les pompes profondes-bien et les unités centrifuges intégrées de la compagnie. Sa structure pleine garantit les opérations de haute qualité. Ceci assure également des besoins d'entretien minimaux. <br> <br> Le DesLube peut être intégré dans le marécage bride-soutenu par dôme. Ces possibilités d'intégration n'ont pas besoin des mécanismes supplémentaires de suspension. Quand les chutes de pression d'huile lubrifiante, cet appareil augmente le débit global, afin de réduire au minimum les risques des dommages complets qui peuvent par la suite casser le moteur principal.|60106|DESMI|1545131241707-a695aa87-0c39-4f0a-ab88-45d116f53cb0|DONE
1000505|DOP-160|pompe à eau / à huile / à moteur hydraulique / à vis|Le DOP-160 est fabriqué par la technologie de pompage A/S. de DESMI. C'est une pompe résistante verticale de vis, d'une capacité maximum de pompe du ³ /h. de 30 m. Il est disponible avec des raccordements de décharge comprenant des 3 "" Camlock, alors que la bride et d'autres solutions de rechange sont disponibles sur demande.<br> <br> La pompe est faite de matériaux de norme et de qualité. Elle a une enveloppe d'aluminium, roue à haute résistance de plat, et les solides solubles Ni-Résistent à la vis. Comme options, elle est disponible avec la version d'acier inoxydable, le moteur hydraulique de couple élevé, et les brides annulaires d'injection de l'eau. La pression de décharge est jusqu'à 10 barres/145 livres par pouce carré de maximum. Les dimensions de la pompe est de 390 x 240 x 520 millimètres.|60106|DESMI|1545131246841-808e61c7-0d83-4dd1-bf23-08819a3baea5|DONE
1000506|DESMI Pumping Technology A/S|pompe pour GPL / électrique / centrifuge / pour puit profond|«&nbsp; Pompes de cargaison de Deepwell pour le LPG, la JAMBE, le produit chimique et les bateaux-citerne de CO2<br> <br> Les pompes de NDW de DESMI sont de rendement optimum et bien avérées pour pomper chaque milieu de LPG, à la JAMBE au-dessus d'un large éventail de produits chimiques, au CO2. La pompe se compose de trois composantes principales : cylindre bas de disposition, de tuyau et de la pompe. Le cylindre est conçu avec un nombre variable de roues à aubes et d'enveloppes pour atteindre la tête et la capacité exigées. La pile de tuyau se compose d'un certain nombre de tuyaux intermédiaires en lesquels la cargaison est transportée à la bride de débouché de la disposition basse. L'axe intermédiaire, qui conduit les roues à aubes, est placé au centre de la pile de tuyau. L'axe est soutenu par des incidences de guide pour chacun 1,2 mètres, qui est également la longueur des tuyaux intermédiaires dans la pile de tuyau. Les incidences sont faites de carbone et sont lubrifiées par le cargo.  /html&nbsp;»|60108|DESMI|1545131253388-c1a37f25-1c72-4fb1-810b-f78d730ca481|DONE
1000507|ROTAN PD|pompe à graisse / à carburant / à engrenage interne / pour applications pétrochimiques|«&nbsp; Le palladium de Rotan est une pompe à engrenages interne pour l'industrie pétrochimique. Tous les composants de pression dans lui sont fabriqués à partir de l'acier au carbone. La pression de conception est dans l'accord à la norme ANSI de 300 livres ou Pn40. Ces pompes peuvent également être commandées pour répondre à des normes d'api 676 (à quelques exceptions). Elles viennent également avec 90 degrés de construction angulaire s'il y a lieu<br> Leurs gammes de capacité jusqu'à 170 mètres cubes par  d'heure/750 gal/mn. La vitesse monte à 1750 t/mn et à la barre jusqu'à 16 de différence de pression (250 livres par pouce carré). L'ascenseur d'aspiration est jusqu'à 0,5 barres dans le vide de 15 de pouce hectogrammes d'installation tout en amorçant et jusqu'à 0,8 barres dans 24 vides d'hectogramme d'installation de pouce tout en pompant. Il peut fonctionner sur une gamme de viscosité du CST jusqu'à 250000 aux températures de fonctionnement de jusqu'à 250 degrés de Celsius (500 degrés de Fahrenheit).<br> Les pompes trouvent l'application dans le pompage d'huile, carburants, huile lubrifiante, essence, hydrocarbure ont basé les fluides, la graisse, le bitume, les additifs, la cire et le polystyrène. <br>  /html&nbsp;»|60108|DESMI|1545131259339-df9471f3-d3f6-411c-aa7d-6753ba7870ad|DONE
1000508|TX series|pompe pour solvant / pour biocarburant / pour diesel / auto-amorçante|Les applications nettoient, lubrifiant des liquides pour des produits pétroliers : le fioul, diesel, kérosène, essence, avgas, le carburant pour réacteurs, huiles lubrifiantes légères d'Informationand de spécifications de TX/TXD.<br> <br> Dispositifs et avantages :<br> La conception unique de pompe de glisser-palette individu-s'ajuste à l'usage pour maintenir des débits.<br> Excellentes possibilités auto amorçantes et sèches de course.<br> L'axe fini duel sur des modèles de 2, 2.5 et 3 pouces simplifie l'installation.<br> La construction de joint mécanique de Blackmer et roulement à billes fournissent la fiabilité maximum<br> Le support de roulement symétrique assure même le chargement et l'usage pour de longue vie.<br> La soupape de sécurité réglable se protège refoule des pressions excessives.<br> Des roulements à billes externes sont isolés dans le pumpage par les joints mécaniques pour maximiser la vie de roulement et pour réduire au minimum le risque de contamination.<br> Entretien facile : des palettes peuvent être facilement remplacées -- sans enlever la pompe du camion.|60108|blackmer|1545131264426-937e144d-2b2f-40e1-88bc-e432097edd0e|DONE
1000509|XRN series|pompe pour boisson / électrique / à membrane / de dosage|La pompe de dosage hydraulique de diaphragme de série de BlackPlus XRN est machinée dans une disposition de retour de ressort, et produit d'un débit optimal de 105 litres par heure. L'assemblée est enfermée dans l'enveloppe en aluminium d'oxydation anodique en noir. Elle intègre une huile mécaniquement actionnée améliorée complétant le niveau du mécanisme pour la productivité améliorée de fiabilité et de système de rendement. La soupape de sécurité apposée sur le circuit d'huile fixe la pompe de la force finie de pression. Sa structure est spécifiquement conçue pour exiger l'entretien minimal.|60109|OBL|1545131271687-ffd5dbe1-5cfc-4e3e-976f-3527bcee83b0|DONE
1000510|25 mm # P200|pompe pour produits alimentaires / à membrane / en métal / d'aspiration|Wilden P200 - 25 millimètres (1 '') ont avancé la pompe en métal<br> <br> LOGEMENTS MOUILLÉS<br> (Chambres et tubulures liquides)<br> Poids matériel de bateau<br> Aluminium 11 kilogrammes (24 livres)<br> Fer malléable 21 kilogrammes (47 livres)<br> 316 S.S. 23 kilogramme (51 livres)<br> <br> LOGEMENTS DE NON-WETTED<br> Matériel de description<br> Section centrale : Acétal, polypropylène conducteur, polypropylène<br> Soupape à air : Acétal, polypropylène conducteur, polypropylène<br> <br> DÉBIT À 212 LPM (56 GAL/MN)<br> PRESSION MAXIMUM = BARRE 8.6 (125 PSIG)<br> <br> CAPACITÉ DE TRANSPORT MAXIMUM D'ASPIRATION<br> 5.5 m (18.0 ') sèchent, 8.8m humides (29.0 ')<br> <br> SOLIDES MAXIMUM DE DIAMÈTRE<br> 6.4 millimètres (1/4 '')|60109|Wilden Pump|1545131275757-e67b0824-62d0-4c1c-b9e0-bce7f1d0ce24|DONE
1000511|NSLV|pompe pour eau douce / pour eau de mer / électrique / auto-amorçante|«&nbsp; Par suite de la demande du marché, les séries de pompe centrifuge de NSL sont également disponibles dans une version avec l'admission verticale.<br> <br> Cette exécution peut être le bon choix en concevant des salles de machine avec l'espace étroit. Les parenthèses spéciales pour le support de cloison étanche est également disponible dans notre range.  /html standard&nbsp;»|60110|DESMI|1545131280618-5b622023-aa47-4a35-b338-6233ccc42b2f|DONE
1000512|NSLH|pompe pour eau douce / pour eau de mer / électrique / auto-amorçante|«&nbsp; La pompe centrifuge de série de NSLH est spécifiquement conçue pour permettre le support commode sur les équipements serré-espacés de machine. Sa gamme standard du montage de vitesse inclut un soutien spécial de parenthèse d'installation dans des systèmes de cloison étanche. Cette série offre également les unités modèles avec l'installation horizontale d'admission. C'est une solution idéale pour le marché industriel marin et spécifique requirements.  /html&nbsp;»|60110|DESMI|1545131285215-160794fe-e376-4ac1-8c33-53b2a942e2d4|DONE
1000513|ESL|pompe pour eau chaude / pour eaux de refroidissement / pour eau douce / électrique|«&nbsp; L'EEL de DESMI est une pompe centrifuge intégrée verticale à haute efficacité qui est développée pour des applications marines et en mer. Ce produit est conçu avec le bas coût de maintenance et l'installation facile. La pompe peut être équipée des moteurs électriques selon la norme du CEI 72-1 avec des dimensions de bride dans l'accord à la norme 2633 PN10  /PN15  DIN 2632/. Cette pompe peut être utilisée pour les applications de la circulation d'eau chaude et du refrigeration.  du /html&nbsp;»|60110|DESMI|1545131289676-0e4cb5be-9ae6-4bbf-9aef-e9d3c563aa4d|DONE
1000514|Blackmer|pompe à boue / pour eaux usées / pour produits chimiques / pour produits alimentaires|La pompe de vortex du système un fournit une solution aux problèmes de pompage difficiles tels que des cambouis et des boues en grands solides de particules, pompe centrifuge de vortex de matériaux avec les matériaux d'air, visqueux ou fibreux entraînés. Elle est conçue pour adapter le système standard un et des extrémités de la puissance LD17 et inclut tous dispositifs et avantages de notre pompe du système un.|60110|blackmer|1545131295119-e5d5596c-a3d6-40a1-9894-5ffb8174ca17|DONE
1000515|A series|pompe pour produits alimentaires / auto-amorçante / à anneau liquide / centrifuge|Les pompes auto-amorçantes série A sont fabriquées en version monobloc. Selon les débits l'impulseur peut être directement supporté par l’arbre moteur ou, via accouplement élastique, sur motorisation indépendante. Polissage chimique. Grâce au type de construction rapidement démontable, elles sont particulièrement indiquées pour tous les emplois caractéristiques des industries alimentaires. Les parties en contact avec le produit sont réalisées en acier AISI 316.|60110|CSF|1545131300621-272a5d46-f510-454c-85b3-8f9765cda2ac|DONE
1000516|T6CCZ series|pompe à palettes / à débit fixe / à cylindrée fixe|Hyd camion, pompes à palettes, cylindrée fixe Denison T6CCZ|60111|Parker|1545131305268-3f590229-cafd-48f1-a3db-f8b2ecc759c6|DONE
1000517|ROTAN HD|pompe à huile / électrique / à engrenage interne / pour fluide haute viscosité|«&nbsp; Pompe à engrenages interne résistante de ROTAN<br> <br> Pompes en fonte, pour un large éventail de liquides visqueux et non-corrosifs.<br> Des pompes de HD sont spécifiquement conçues pour des applications difficiles et ceux impliquant les liquides de grande viscosité.<br> <br> Des pompes de HD sont connues par leur construction.  /html vigoureux et simples&nbsp;»|60111|DESMI|1545131310336-f3cdeb03-d9d2-4453-98cb-2a79ff7086ec|DONE
1000518|ROTAN GP|pompe pour produits chimiques / électrique / à engrenage interne / en fonte|Les pompes tout usage de généraliste de Rotan de Desmi sont idéalement utilisées pour les applications qui sont concernées par les substrats propres et non-abrasifs. Ces unités sont conçues avec une structure condensée qui des marques il une machine moins coûteuse. En outre, elles sont compatibles avec le CEI ou la NEMA brident des moteurs. D'ailleurs, ces dispositifs sont utilisés pour pomper différents types d'huile comme le légume, les poissons, le lubrifiant, et les semblables.|60111|DESMI|1545131316317-5694a6b3-e3b0-42e7-83fd-e026b74082f2|DONE
